rowid,match_id,hunter,bounty,hunter_time,bounty_time,winner_is_hunter
953,13d75f74-240c-453b-a034-3cd8e61b5a0b,6230,0558,89,884,1
954,d90c2a9d-b526-473d-b53d-92cf330f71c4,7603,0864,805,210,0
955,baafab8b-8df1-4cbf-9584-3d35f8af3468,1178,4620,38,49,1
956,7c8975a2-be85-434a-a653-1193c4cad478,6230,3841,174,273,1
957,6d6e1860-389c-43cf-a5a0-1680936ff99a,7428,8035,79,133,1
958,0ca880eb-0b50-464b-81d0-a627052c84d3,8606,8035,167,147,0
959,6d27ddd4-8757-4191-a05a-a9f036f69c4d,4321,4620,314,55,0
960,ba4802b8-a525-4a4c-89c7-30a9e9360013,5663,6040,408,55,0
961,a6ea79c6-27ca-4456-b8f3-7d3dd83f4954,6230,6735,150,391,1
962,28bbe912-4876-43b4-8c4a-4127e6814bbb,6230,6735,402,221,0
963,8985a104-47c5-4245-994b-b73e4f542c62,6785,9880,296,634,1
964,a84b4b4b-1bd3-4050-aeed-9b461dc98819,5663,9880,447,2707,1
965,69775561-c3e7-4592-89bf-679ab225423c,5663,4620,357,11,0
966,99c9ecd8-e2bf-4719-a6d3-aee1d9f3fdcf,8606,4620,766,13,0
967,cefd1a90-8339-47b9-80f8-71def68dd258,8606,6735,801,49,0
968,bfb37e7e-962a-4490-9478-0e55b696ece6,7603,6040,241,861,1
969,8985259c-47c5-464d-994b-0e0b4f5409d7,7603,4620,183,178,0
970,884652fe-295c-4f66-835c-8cc23014a3d4,5663,0067,476,952,1
971,6a557abc-81b2-436c-a0f1-154d6b16485d,8606,6040,283,287,1
972,6f3202e1-25cb-4381-88f4-ed4f9bb09162,8606,6735,192,242,1
973,0a3e994e-5b8e-461d-8157-c8a6a2e447f0,6230,6735,322,380,1
974,48956289-cd93-4bab-a555-39f04ce3da1c,3415,0864,134,435,1
975,6f09d9ef-37ac-4d6d-8cdd-801fa9302cd8,6193,6735,646,59,0
976,9d5c8591-60d3-49fe-b3ce-89c12fbe224e,6193,0644,972,311,0
977,c1959a1f-b929-4f0d-9ea4-a92c4174ce92,5663,6040,414,239,0
978,3d2c61c3-577a-4057-a188-4029e9f99afa,5663,6735,425,105,0
979,561a8820-ba22-4300-8c3c-ae5e5cec5b2e,8606,8002,292,369,1
980,74d9ea84-459c-4c84-a7d0-c052ce694289,6567,6040,339,214,0
981,0bc4d74c-d382-45af-8265-2bafd05baa3b,3415,4620,129,122,0
982,7b934266-ae44-4578-af49-a52fd0df5006,3415,6735,75,345,1
983,9a481fb4-d00c-4d20-b76b-3691f66f4d6b,7536,4620,597,55,0
984,fba3d9cb-781c-45f1-a547-ac447caf3624,5663,1911,474,801,1
985,56554801-6686-47f2-85b9-caf0cee9333e,8606,2270,1026,305,0
986,451b6f33-a0b9-4475-8df5-f6d25d4138bf,8606,1749,239,356,1
987,9045e6a1-61dd-4edb-8f13-88479f09bbfb,2368,4620,365,140,0
988,afacc9d8-0af0-45aa-8c9d-9da4a40961dd,3415,5024,166,258,1
989,9d5c9f08-60d3-4261-b3ce-90de2fbe2480,7603,4620,157,32,0
990,6d275a9f-8757-409e-a05a-217c36f61e97,2368,6735,308,59,0
991,eee86f5f-106e-413f-99d4-fbe3c72259b0,3415,1911,136,398,1
992,9d5cf561-60d3-464f-b3ce-9f9f2fbe9a34,5635,4620,658,41,0
993,228eb0ef-08b1-4d57-ac7d-19c9d208568b,5663,2640,354,1168,1
994,bfb340d1-962a-4073-9478-d0a9b696cae3,3578,1128,997,449,0
995,39541c09-a14f-4433-b377-df3fb77a626e,9428,1128,776,403,0
996,9392f13c-db78-4b0e-a642-8ffb8ef4d84f,0231,7580,405,206,0
997,f34aaa4c-c709-4d61-8db3-381ff640c3c9,8606,7580,359,205,0
998,2579e9a7-4d8d-4aae-bc3e-5dc2d3602022,5663,4665,317,68,0
999,9d5ce8c1-60d3-4db1-b3ce-8a442fbe8ab6,7536,3890,535,268,0
1000,6f09e813-37ac-4db8-8cdd-00cfa930d236,5635,6735,505,249,0
1001,fce86e20-f5e7-4afc-9ee9-572d5818660a,7536,3890,631,1251,1
1002,9f9abd33-f534-4663-b563-083a13a03ebf,8606,1222,1227,333,0
1003,12dc459f-7812-41b9-b8c9-be5156dd859f,8606,1128,256,351,1
1004,175bbb24-3c2c-4146-9c06-7724e0151199,6567,4620,299,137,0
1005,d88fc471-ed67-4563-8ad1-386b6eb38585,8606,4665,344,178,0
1006,0ec602c0-7f16-4c0b-b154-e42b81cfcaed,7506,4620,1139,65,0
1007,0882244a-ec8e-4268-b7f1-06041a1d79be,7603,6040,345,1005,1
1008,6f09aaed-37ac-44e4-8cdd-6e90a9304c35,7603,6735,98,77,0
1009,404a15a8-3b96-4563-8f62-3f1f8c336549,8606,3890,179,260,1
1010,1f63f094-bd93-4abf-b850-4b9b414b64d2,3583,4620,534,78,0
1011,44e06823-8db2-4bb3-b67c-d5a4a7f9a469,2368,6735,116,55,0
1012,8097ad79-d730-4ce5-a466-9a3355d44aa4,7603,6735,99,566,1
1013,2afd1c2d-6503-43ba-84cd-91df60dadf78,5663,4620,329,20,0
1014,3954ba3b-a14f-467a-b377-5681b77af469,6567,5024,313,869,1
1015,9a48ad87-d00c-41a6-b76b-60e5f66f8873,7603,6735,77,135,1
1016,53300e9f-322a-4587-9dd3-4c238d3a7f2a,7536,4620,946,194,0
1017,539ec598-8cc6-47f4-98ee-694a0f73bdae,8606,2128,332,1174,1
1018,a7459416-02fe-47be-b319-ee1ad939b4aa,7536,3890,261,941,1
1019,58c50af2-de65-4646-9711-c7d70b3a71c9,8606,9303,271,649,1
1020,ccb4904a-5b4a-4518-96b0-5d5bd8143b6c,8606,4620,247,215,0
1021,80971033-d730-4721-a466-b60155d469b5,6193,4620,192,64,0
1022,f291a6ed-0b6e-4b44-aed3-32b2c749b78d,6567,6735,84,546,1
1023,1cf52de1-81bd-4e41-8c12-7929de39328a,6567,6735,211,303,1
1024,c525fd98-8f2f-4a9f-a14d-ef7db10c0d2a,0436,6735,476,225,0
1025,9a48b387-d00c-462c-b76b-4c91f66fb4a4,6193,1128,238,177,0
1026,e04c2cc8-8d12-42a3-959d-a740b1b4264b,3415,6040,201,197,0
1027,22612822-14b4-47b8-8605-d00bbeb818c3,3415,0644,1671,141,0
1028,4811ac09-ea7b-43a7-b2ff-286a22bc1e22,3415,1749,112,398,1
1029,6bc06883-ba4f-4bcf-9ea3-cde734b7a152,3415,1194,190,123,0
1030,08bd189f-c93d-4cbf-9050-edd3fe24cb66,1131,4620,904,155,0
1031,03d09564-1015-40a6-be99-9a56fea87869,8606,9448,2505,3114,1
1032,e498ef0d-a9f5-4712-ad12-07e42213d2ed,8606,1194,374,508,1
1033,8097412f-d730-4490-a466-103855d47e5b,5635,3890,0,1053,1
1034,28bb2ad3-4876-45d5-8c4a-3b40e6819295,5635,3890,767,1521,1
1035,f17e5e70-a85d-4c5d-a96b-1d2d6c664902,3415,7580,130,205,1
1036,2b4a43b4-3685-49c2-82ed-26e160e898e0,0436,6735,98,29,0
1037,feed03e8-cef2-42f1-bfeb-6cea99d5a4d4,4891,4620,453,99,0
1038,6d2772f1-8757-49f8-a05a-ec1636f609e7,0312,4620,1506,323,0
1039,befaf9b9-ee84-4f38-9be0-c60285119388,8606,0644,167,64,0
1040,5e248995-29ca-418a-bfbe-4931519ab8c9,0436,6735,186,216,1
1041,165d27ee-0c26-42f4-b969-f76ff8d865f2,0436,6735,94,95,1
1042,175bd03b-3c2c-47e9-9c06-befee015e8e1,2176,4620,871,57,0
1043,4cfb2d3a-5b6b-4758-b3bc-5a9de96d8350,3583,6040,88,163,1
1044,0132ed7e-f887-41f3-950d-f3ddc606ab13,4261,6040,359,295,0
1045,d456ccfe-848c-4a16-a526-05652ac5169f,5663,6040,407,356,0
1046,162faac6-5d37-4515-a23b-0ef607666101,5663,1130,348,398,1
1047,334d6646-21e5-4eb9-8eb8-1dcb65241766,5663,1749,495,378,0
1048,44e0d255-8db2-4d46-b67c-44dea7f9d3e6,0312,1130,487,351,0
1049,98f70734-3955-4827-bf21-2d831be8a4c6,8606,4620,984,232,0
1050,8511331b-124a-4428-b155-cc2d405ff96d,6567,6735,155,407,1
1051,4f249de4-38ab-44fe-b5d2-50bea2f0e4b1,6567,8035,292,537,1
1052,1a959706-1c12-4583-aea6-83445a78eec0,5663,6040,347,647,1
1053,5e8621be-d519-46f7-bd7f-0c3fc9795a55,0312,8851,464,425,0
1054,58209915-1ce4-47f1-9036-b00b1fb4b022,8606,6040,389,340,0
1055,d90c8d23-b526-4913-b53d-c99c330fb557,6567,6735,344,207,0
1056,bfb3748f-962a-4e7d-9478-c911b6963131,6567,6735,90,17,0
1057,13d7bceb-240c-49e5-a034-ac3fe61bdb94,7536,6735,57,13,0
1058,4cfba753-5b6b-458c-b3bc-b085e96d6c26,7536,5024,364,533,1
1059,89855836-47c5-4002-994b-af7d4f54471c,6567,8869,305,1724,1
1060,fefaac98-c979-4707-a193-aa3644be5506,8722,8869,2701,1453,0
1061,0a3ec4c9-5b8e-432a-8157-029ba2e4c8f6,5635,4620,365,80,0
1062,885189d0-a3ef-4bd8-9045-73493aef1bac,4457,4620,623,184,0
1063,4f247f0c-38ab-4785-b5d2-7e07a2f0fefc,2176,6040,376,209,0
1064,39540d41-a14f-475b-b377-b24ab77a5725,2176,6040,442,747,1
1065,a6ea4988-27ca-4881-b8f3-dea3d83fbb25,3583,4842,298,266,0
1066,e66214b7-0b14-43fd-a81b-71aca6261167,0339,4842,439,196,0
1067,1540f4df-7c69-428c-b598-425891119a56,0339,4842,490,365,0
1068,b835f015-2222-42dd-a9d0-030500339de7,0339,4842,107,32,0
1069,1a5edcc0-5610-4ba1-aac4-6eee20f3715a,0339,4842,285,201,0
1070,cebf063c-b766-4098-9ade-e27f574673e4,0339,4842,333,353,1
1071,8928b73c-5f29-43ff-a6e0-4640dbeb59ea,4540,4842,87,378,1
1072,4a04fa74-53a4-420c-950c-44e01b35945c,0339,4842,250,355,1
1073,222c1c4d-c9d0-49c2-a1e1-c8c0d5559a0a,0339,4842,313,2383,1
1074,6aa8bf13-08bf-4777-81eb-03fa35326083,7428,4842,300,317,1
1075,70475cc8-a684-46ff-afcb-1bf13479b796,3415,5024,165,338,1
1076,8dacf79d-b0d9-401c-a2d4-f8e920ba85a0,3415,6040,132,270,1
1077,40c3d8d6-03f1-4350-87fe-7fd6057c0135,4457,0644,84,171,1
1078,18cb06bd-b234-4347-a33f-8ed8257d88a6,8606,9303,494,406,0
1079,eee91988-1a3e-49e6-af35-63c956fbc6a3,5663,9303,471,1356,1
1080,f94809a3-1402-4fd1-9bef-6d50be15da5c,5663,9303,658,192,0
1081,c68f4ec8-3e46-4c27-b2dd-e14152bf41a4,8606,6735,109,246,1
1082,63db71ec-6750-4d6f-8dc2-400a005116eb,0312,9613,623,459,0
1083,7f2e6522-ba19-4533-ac58-baa52e915468,4261,4063,621,1227,1
1084,a0fb293c-e559-4c41-8d59-2a4568c00ba4,1995,4620,407,210,0
1085,0d11c7d7-8ff9-4530-862d-0c32f23480ef,3415,6735,117,81,0
1086,7612bd66-0b0b-4867-8206-96917464dccf,5663,1130,497,805,1
1087,e46d169a-a519-4a06-8f24-c5eacaef3ab4,8606,4022,291,556,1
1088,5330b59b-322a-4d44-9dd3-55158d3a66f9,7603,6735,75,19,0
1089,f2910782-0b6e-4ead-aed3-b2e5c749c7b9,2176,9303,420,173,0
1090,6ca6c472-e98b-451b-bb20-59d45acf91a5,4457,0644,322,138,0
1091,ce357672-6050-41f8-9ec4-dfe7179d4dd9,8606,4654,340,109,0
1092,d0082c52-1f8b-4d04-b74d-11cdb3b3cc81,0436,6735,95,20,0
1093,15c9fb76-4150-45fe-b293-716951abf7b9,0312,9613,522,416,0
1094,4f2448ad-38ab-46b9-b5d2-2770a2f09b4e,0177,4842,1800,322,0
1095,5e8628c4-d519-4ec8-bd7f-617ac979d8b4,2368,5024,742,530,0
1096,520f8466-3433-43d0-9e89-131e4a37c838,7428,5024,94,209,1
1097,d42194bb-47b0-4526-b415-38d5553d68b3,4457,4022,252,397,1
1098,07ee764d-8be5-46e9-9fa2-9a9c417b1ea1,8606,1130,43,329,1
1099,94a637ad-cc94-455d-9f4f-4440495832b1,2464,6735,436,390,0
1100,e570f041-c780-4b83-ac09-967e434683c0,4261,1324,569,484,0
1101,e3528123-327b-4919-a27d-5d3ec6be7a86,7428,6040,1419,998,0
1102,fce8cee6-f5e7-4e04-9ee9-10145818a476,6193,4620,705,312,0
1103,cced0bba-4087-4f93-976d-8d5864a0f2a4,0436,6735,315,104,0
1104,e0ab8247-8aa2-4704-a977-9ad37d787a4c,8606,0864,292,646,1
1105,63d4fcf5-7ba2-482b-9687-d8e5b494ee19,4789,5222,1611,493,0
1106,10ec18d8-f66d-4171-8459-7d0052872c6f,0171,5222,127,311,1
1107,18a8e7dd-172a-4dc4-a5fc-b19fdb4958e0,4789,5222,274,449,1
1108,f82d3a5a-fa70-4255-98a7-533eca9a2549,0171,5222,4233,3659,0
1109,02c98444-282b-4682-98f7-01d275f49b12,4540,5222,309,39,0
1110,8d45674c-924d-4109-91a9-6ae85515f3a9,7428,4842,370,351,0
1111,97a6f07d-d01a-44f7-a4ff-7945b98492bc,7506,5222,526,1026,1
1112,444ff3d0-b502-4ba4-b814-824131d69958,0312,5222,1196,373,0
1113,2ee595fe-baca-40c6-b71d-c35dc11681a6,4457,0644,464,268,0
1114,9d5cb8fa-60d3-4567-b3ce-d2a52fbefd1b,6567,6735,117,213,1
1115,90e59f05-f1ef-4fef-b8df-5f8ebb05b135,8606,2128,370,712,1
1116,a4a33724-ccd8-40c6-ac72-d9aa29f95ff6,4457,4654,339,78,0
1117,6c49ca09-2b4a-4eff-87c4-1ffbcfbfb8a8,0436,0644,32,792,1
1118,b84d3378-3499-4bde-8517-a9f581370a69,4457,4063,311,671,1
1119,4f24b852-38ab-4af4-b5d2-f8dba2f00ebb,3941,4842,3829,244,0
1120,0882fc23-ec8e-44d1-b7f1-b0a91a1dd87a,6567,5222,271,67,0
1121,39547e59-a14f-49c8-b377-b480b77a58c4,3941,7580,867,270,0
1122,112a1499-c716-4b7c-b4b8-64ef6b1fd4dc,8606,6735,57,12,0
1123,f1376772-316b-4a22-a873-a11e2626fc16,8606,5222,57,853,1
1124,f96a4b1d-c4ba-40df-b8d7-b252cf9391af,4457,2128,794,803,1
1125,1cbb19d6-587b-493c-92be-54df7b2b2e6a,0436,4842,112,292,1
1126,2e99f99a-5adf-4f57-bdb8-ec5da99a3efa,8606,4063,100,107,1
1127,e72790db-2515-4802-a15f-8d7f5f798a27,4457,1639,363,444,1
1128,4c324897-656f-4a8d-ab88-7718847ae146,0436,5222,118,834,1
1129,78240c3a-5c2e-47e9-9ddc-97098dec6bdc,8606,4842,254,378,1
1130,80cea077-f4b2-42b4-8836-aed052d3935c,8606,6040,45,367,1
1131,300bbb02-57ee-4543-be2b-5ea4ea357aef,4261,7580,222,189,0
1132,972161c8-44ee-4377-a521-4a7b11767507,3415,0864,3009,410,0
1133,f291ccd0-0b6e-4789-aed3-c729c749f3b7,0639,5222,234,186,0
1134,5330fb44-322a-4916-9dd3-21928d3a02c7,2584,4620,2203,904,0
1135,a745b0e0-02fe-421d-b319-3b54d939d379,2584,4620,241,3045,1
1136,38bec67a-be18-4f28-b1c1-9449f57664cf,4261,6735,508,299,0
1137,5e452700-b563-4a2b-9c5f-19b8d31a26af,8606,1128,280,361,1
1138,f8453b52-9f2b-4da6-90b1-e1c48f91285a,8606,0644,111,80,0
1139,96f4db9f-433a-4497-b0e4-444b38ba3ea6,4261,5222,418,890,1
1140,850e262d-ec74-4586-af10-b81c91729c38,3415,8450,120,812,1
1141,de4f3fcb-13f5-49f4-9986-4bc65b681507,8606,7615,1126,370,0
1142,fddb3742-c697-4e31-aeda-a26b93d56b74,4457,6735,135,95,0
1143,c5e0fc09-d7fa-45b6-9090-e46838642edb,3415,9303,1043,292,0
1144,6ea39214-9d15-4027-9f9f-a382a836993c,5663,6040,454,199,0
1145,e947b1ed-55ed-4a45-b98d-8b22046381b0,3518,4620,169,282,1
1146,d7fa507e-6f31-40ab-b11b-0f6bb6d8e571,3518,4302,615,1085,1
1147,214ad0ee-7785-454c-84c5-aa77c4c6e3c6,3518,4620,306,770,1
1148,619b2b4d-e98f-4aba-9381-51cb9d25d7d2,3518,4302,1017,60,0
1149,67044883-1af7-490b-80af-c91ad4c53f6f,3518,5222,309,949,1
1150,bba26400-ac59-417e-8d61-c84f4e57daf6,3518,1130,294,347,1
1151,943b9ec1-fc12-45fa-aeb5-ba0e9a7d797d,8606,5049,1022,645,0
1152,6ca6ce69-e98b-426c-bb20-7f9b5acfe0af,0231,6314,456,330,0
1153,9cb1ac53-720c-468d-9ddb-7e4461ca077d,5663,6314,376,757,1
1154,a9a76412-d6f7-48c6-8b1c-7ac3fb515556,5663,4620,316,607,1
1155,96dd0023-d2af-467e-bd8b-94cf6640a4e8,3415,5222,21,779,1
1156,e8a789a2-1356-4c09-9f62-ff39b9f5bb6d,1178,4302,123,542,1
1157,00836a17-7c1a-4e34-9970-bb7cfbf25e19,6230,4302,230,1129,1
1158,34046d73-9ee9-440b-a707-13b35849ac89,6230,4302,144,293,1
1159,78535fd2-194c-4db1-b022-773bde8adc72,3518,4302,303,432,1
1160,4e2ddc52-6955-46fb-8ccf-c82014fd0482,3013,6735,404,29,0
1161,0882ed3b-ec8e-4de5-b7f1-15751a1d04ec,2529,6735,1304,189,0
1162,9d5c1560-60d3-42f3-b3ce-ba992fbed6d7,2529,0558,834,405,0
1163,ebfc90ae-1bc1-4701-b569-234f19ff9002,3013,1130,524,414,0
1164,f04b2d64-be99-4cd4-8ec8-73d3689838b8,8606,5222,899,108,0
1165,ce361a46-c29e-4bb6-9310-722ab550c1b2,6567,4022,341,672,1
1166,0608da73-b1d8-457f-abd9-c98816a16c5f,4261,4063,838,293,0
1167,679c7d85-4154-4029-9954-460798f8727c,6567,7615,359,347,0
1168,7a67e71a-56fb-4222-a2e8-c0331740f58b,3415,4654,42,808,1
1169,294cd2a1-56f7-48d2-983a-1d29d0dc086d,8606,4302,877,351,0
1170,20ffa531-3eb6-49f1-afe0-12922c72de5a,5663,6040,356,302,0
1171,a7c1c145-e537-49ca-a39c-3865f4ba6215,7385,6735,537,37,0
1172,c9ca40f4-1fed-4290-8b0c-8efbbb6c5b89,3013,4022,234,842,1
1173,66f20267-a72e-4a30-82f2-2a0f471d237a,0171,5222,82,877,1
1174,b50793c6-8aff-434e-b53f-798b7a4309b9,3415,1130,101,929,1
1175,b0c1b1ba-263f-4d09-b52e-75618cea89ab,0436,0558,120,1809,1
1176,7b4a1d49-f0a8-4980-9eb6-6c00bfda73d8,4540,0362,1575,417,0
1177,b891b7bd-ac70-48f9-822b-9c3e36588047,8722,0362,318,452,1
1178,4edef6f3-74ac-417d-a81e-7d7be655b504,0339,0362,325,399,1
1179,ab3faa52-1241-4bc4-9439-da4e7dfc9841,0339,0362,87,421,1
1180,1f82b0ce-5b7d-4bdd-ac1f-5a19e9f18691,4540,0362,317,376,1
1181,ac75a974-fc3b-4cf8-8c2e-a990229d2c0b,4540,0362,383,345,0
1182,4d3a1d69-7d54-41f5-b2ac-9846edb1d12e,0339,0362,252,286,1
1183,f2f2ee1c-bb6a-40cb-9694-c14eb5bb62ec,4540,0362,310,422,1
1184,2d780759-2431-40c5-ae53-0ca5aa3f01b9,8722,0362,46,265,1
1185,60d48bb1-34ae-4472-b1c9-250f78159039,4540,0362,312,381,1
1186,f0f83e2d-415e-4222-a853-04c9b06b214b,4540,0362,1609,369,0
1187,424f33a1-f355-4ad1-ab02-2640ac647063,4540,0362,264,600,1
1188,e146fc12-1d09-479f-bc28-6c99672a2236,4540,0362,300,1027,1
1189,dcc2ba92-faa3-4e9b-afc3-7208e739b567,4540,0362,351,452,1
1190,fcc0825b-b43d-41bc-8fc8-a5a584efbe8f,4789,0362,543,146,0
1191,25329ae8-21d8-4353-b5b0-e543fa261e12,0339,0362,149,424,1
1192,b7a00ca0-cb91-4e99-9a57-d81916fc9520,4540,0362,2621,328,0
1193,bfec385d-1c88-4023-92bb-ed0ef58dc530,8606,4654,103,25,0
1194,e517bec5-5f75-4b07-bb99-f61181217568,3013,3120,140,1551,1
1195,5b47fb9c-289f-4802-9a4a-04427980d500,3941,6735,552,149,0
1196,538bacb5-a542-4487-8ba2-7d5ac73bcdf4,4540,3120,349,379,1
1197,59630945-092d-4b1b-9fb3-ba575e62d075,5499,4302,344,476,1
1198,71bc390c-d9cf-4a9a-bd61-b671292363c7,8606,6735,35,146,1
1199,338f38e4-9c4a-44a1-bf8b-8c762bd9c8c0,0339,2690,2002,421,0
1200,04f7fb53-8f78-4e35-b707-b20c84bb80b6,0339,2690,330,316,0
1201,2655c562-01ea-435a-b7cd-69cdeb58a8ae,0339,2690,675,297,0
1202,d0911230-2538-4e06-98c7-591316251202,0339,2690,153,912,1
1203,2866645b-04ba-47d1-b202-cf35935ef31e,0339,2690,1108,358,0
1204,e94769d6-55ed-495c-b98d-c2100463b58c,4540,4842,335,170,0
1205,4f24d997-38ab-43ef-b5d2-6473a2f0a6af,9428,1960,490,199,0
1206,4f242dca-38ab-497b-b5d2-02cca2f0cff7,3040,1960,1891,763,0
1207,6efbec3e-3c9e-4946-8a39-adff47b3aae3,8606,1960,21,146,1
1208,9ac86d02-1da5-4340-afda-9006190a9955,0436,5222,258,91,0
1209,ae463d82-3c0c-4f4a-baaa-fc621233a509,4540,2690,329,307,0
1210,73e17562-7a09-4117-876e-acfda761ff8f,4457,0644,185,467,1
1211,7b166ba5-8289-4b95-a579-e768aa8ffd29,3013,4654,17,279,1
1212,d7fa4942-6f31-4044-b11b-3140b6d89282,4540,3120,304,360,1
1213,dc4755ed-46e9-4fa3-857f-766c0cd67dbc,8606,9303,921,157,0
1214,2f95f7c2-da67-41b3-8cc7-c4788d5ba759,7385,4654,925,307,0
1215,0ba5ef91-c4bb-45a1-8a86-e0051f7dfe92,3013,1960,308,183,0
1216,214a3dc2-7785-40de-84c5-adabc4c61e11,4540,6735,335,91,0
1217,7016cd2c-6aa4-48aa-a82d-5fd906289fbb,3415,3120,126,130,1
1218,6f09ce2f-37ac-4cca-8cdd-0e9aa9300a6c,2529,7615,389,647,1
1219,bf231350-acca-4c6c-8294-f5a9579c846f,8606,6735,41,65,1
1220,eef07144-58c2-4410-8fb4-6de2a3764859,8606,8901,35,793,1
1221,6ed603bb-bab5-400d-b958-e8fedd45ac60,0339,3120,196,98,0
1222,1767ccd0-bc61-4a4b-8f1c-168a2c37f877,0339,4842,24,303,1
1223,4ce88d44-8b63-4b1e-ab09-a54d7eb0fff2,6567,8851,367,531,1
1224,ea0ffd90-623d-4d9e-af1a-5c89e143dba5,3415,0362,61,413,1
1225,2d73853c-f610-4f7d-90cd-e5264ff122d7,3415,5196,21,1259,1
1226,a4a3f18b-ccd8-42d7-ac72-c42d29f94603,2145,7615,2061,457,0
1227,5a60f8ae-5e86-434a-b676-48ccfbd7c395,8606,6735,977,230,0
1228,dbc77bf6-bf3b-4359-ab20-6ff3f05b4f62,5663,6040,140,478,1
1229,d6fab76d-ac1d-4e86-a4bf-d99cef51b94e,5663,6040,335,371,1
1230,4e2d25d5-6955-4665-8ccf-a3fc14fd160c,7428,5222,150,119,0
1231,2393e62e-725c-47d9-9e55-ff9d6bbaf8ba,0171,5222,27,826,1
1232,e0e7c844-fa37-4144-b432-26e3672ce8a6,3013,8869,48,667,1
1233,dd9a70c3-0619-4c8f-bacd-c4b8d16c990e,3415,6735,186,84,0
1234,668916b9-ae98-484b-bfe3-3fd91567ceeb,5663,9303,344,144,0
1235,619b37a9-e98f-445b-9381-bfa99d25d3ff,4540,5222,237,764,1
1236,512a6d96-9178-46dd-85a3-21ccb575e1fd,8606,0636,260,1027,1
1237,aa31f022-a87d-498d-a8c1-76ec319ca4f1,3415,8851,72,493,1
1238,533075b7-322a-4e16-9dd3-bba38d3a2aac,6193,6735,794,273,0
1239,b84dd1bf-3499-4d4f-8517-b4c68137d3f5,2145,0644,829,512,0
1240,57e3e677-e8a9-4eaa-b813-44123ae8f003,8606,5222,205,20,0
1241,5cf0149f-ac20-4669-97f1-1eaf453d2f04,3415,0636,100,887,1
1242,2921500c-90fe-43dc-9ed2-fa1277053c0e,7821,6735,390,102,0
1243,3c71cab3-f36d-430c-a343-228e8bf4f6a2,0339,5222,553,140,0
1244,44e08942-8db2-468d-b67c-b342a7f98ba2,4321,7615,1521,379,0
1245,a823564a-d4ea-44df-9f39-9282f2158062,8606,4842,107,646,1
1246,3ea098f4-bf2b-463d-9639-90cd8311c544,3415,6735,28,282,1
1247,a06dabec-ec9a-48b8-92f9-de9e3712b9ac,5499,6978,430,2144,1
1248,8097bed3-d730-48c4-a466-256c55d4ba77,2529,4063,224,442,1
1249,7d74e7d7-5135-451b-b48c-b659140341d1,0339,5222,189,989,1
1250,f96a2417-c4ba-40f2-b8d7-4c07cf936a79,2145,6735,378,140,0
1251,2516131f-cebe-4914-a7c5-55d8ce28483a,8606,0362,63,318,1
1252,0afe7d8a-e39a-4cb0-8391-a8fbc7d2697d,4261,7615,1231,530,0
1253,7a11a5ed-0673-4bc6-9d29-74055094d433,5499,1960,104,247,1
1254,e61a9972-c8c8-4ca9-a106-2775a713b41e,4457,0636,515,282,0
1255,ebfcf92c-1bc1-46b0-b569-499a19fff52a,7428,6735,122,129,1
1256,62b8f65d-5d30-42fd-8c69-5d0fd8fc5ca6,8606,5222,47,843,1
1257,26f0bd0b-f07a-4406-9e25-23d42bcc4822,5663,1749,257,476,1
1258,c9ca33af-1fed-4886-8b0c-410fbb6c720c,7428,6735,225,156,0
1259,ba524742-ee39-4f3b-8b85-12781223b8a3,4261,4063,67,667,1
1260,35114a14-1392-423b-a1a4-87f50fc1f1b7,0339,3120,132,399,1
1261,973900f4-1d46-4f2c-9dfc-e72e00333baf,8606,8869,59,312,1
1262,5e75b783-e992-40f5-88d4-7e30eac58e63,5499,0636,63,224,1
1263,86a9feb7-58ce-4481-8f17-6d3267ea953b,0339,2270,999,259,0
1264,7c89b28d-be85-41f2-a653-1b4ac4ca0e96,7603,6735,177,111,0
1265,e5179d5c-5f75-4907-bb99-eae18121c156,7428,5024,149,378,1
1266,a745e0c6-02fe-4442-b319-cd29d93998be,7603,5024,309,311,1
1267,1f63e361-bd93-4eba-b850-b64f414b4550,7603,5024,39,214,1
1268,13d7b884-240c-45a3-a034-0607e61bdcea,7603,5024,943,192,0
1269,10ec39c9-f66d-4c12-8459-66e5528757cc,0312,1842,470,1227,1
1270,c2770895-8758-4434-b36a-92cb8193a05f,1131,1842,1155,381,0
1271,4192e585-24c5-438b-8ebe-5c306d142e93,8606,1842,202,342,1
1272,e727385b-2515-4cf7-a15f-650d5f79b045,2145,8869,670,599,0
1273,93924749-db78-4c89-a642-246f8ef4550b,2145,9890,346,541,1
1274,aaf9c6f4-49a7-481e-a12f-2e43ac5e3fa0,5499,1800,9,778,1
1275,ba752c0b-5893-4890-8af6-683fc0bc92ea,8606,6735,245,104,0
1276,168de413-4e74-41ca-aaa0-1ce8f1efa46d,0339,4842,866,139,0
1277,96adab39-49e2-4d4a-9324-ca15bdd6f9d1,8606,1911,151,583,1
1278,5669cd48-90cd-4741-a126-8992fc91d65f,3415,1128,906,158,0
1279,fddb5cf2-c697-447c-aeda-2bd993d53439,2145,5222,430,130,0
1280,5e86d18f-d519-4337-bd7f-97dcc9799aba,4321,6735,256,173,0
1281,3954daa5-a14f-4b57-b377-f075b77a50ec,4579,8901,607,307,0
1282,1a84525d-c76d-4863-ab20-b60898eb096b,8606,1128,21,226,1
